Sex,Age,Year,Month,Day,Street_Number,Birthday,Surname,City,Street,State_Voted,State,Name
Female,60,1960,3,14,37,1960-3-14,Velasquez,Winston-Salem,Third,Connecticut,North Carolina,Heather
Female,80,1940,8,10,61,1940-8-10,Ryan,Toledo,Maple,Ohio,Ohio,Gloria
Male,34,1986,11,8,53,1986-11-8,Wyatt,Killeen,Seventh,Texas,Texas,Jason
Male,79,1941,12,27,17,1941-12-27,Dickerson,Orlando,Seventh,Florida,Florida,Jonathan
Male,18,2002,2,3,2,2002-2-3,Diaz,Long Beach,Third,California,California,John
Male,26,1994,6,1,77,1994-6-1,Le,Jackson,View,Mississippi,Mississippi,Steven
Male,50,1970,3,17,34,1970-3-17,Case,Chandler,Lake,Arizona,Arizona,Christopher
Male,46,1974,11,27,74,1974-11-27,Sexton,Richmond,Third,Virginia,Virginia,Jonathan
Female,64,1956,8,24,23,1956-8-24,Callahan,Boston,Oak,Massachusetts,Massachusetts,Denise
Female,38,1982,6,8,7,1982-6-8,Townsend,Glendale,Fourth,Arizona,Arizona,Lisa
Female,34,1986,7,7,35,1986-7-7,Oliver,Irving,Second,Texas,Texas,Ruth
Male,79,1941,12,31,72,1941-12-31,Gross,Fresno,Elm,California,California,Ralph
Female,47,1973,8,4,81,1973-8-4,Thomas,Fremont,Washington,California,California,Janice
Female,30,1990,2,26,70,1990-2-26,Molina,Eugene,Fifth,Oregon,Oregon,Sandra
Female,60,1960,2,15,93,1960-2-15,Jimenez,Thornton,Fifth,Colorado,Colorado,Angela
Female,47,1973,4,28,9,1973-4-28,Griffith,Chicago,Sixth,Illinois,Illinois,Christina
Male,19,2001,10,22,70,2001-10-22,Avery,Springfield,Second,Missouri,Missouri,Jesse
Female,58,1962,10,22,19,1962-10-22,Cunningham,Lincoln,First,Nebraska,Nebraska,Anna
Male,57,1963,2,9,97,1963-2-9,Aguirre,Madison,Park,Wisconsin,Wisconsin,Lawrence
Female,41,1979,8,7,41,1979-8-7,Oconnor,Jacksonville,Maple,Florida,Florida,Nancy
Female,27,1993,1,1,83,1993-1-1,Franco,Providence,Elm,Rhode Island,Rhode Island,Lauren
Female,55,1965,7,9,94,1965-7-9,Grimes,Phoenix,Lake,Arizona,Arizona,Laura
Male,27,1993,1,23,68,1993-1-23,Albert,Overland Park,Ninth,Kansas,Kansas,James
Male,59,1961,4,9,14,1961-4-9,Robertson,Pittsburgh,Cedar,Pennsylvania,Pennsylvania,Daniel
Male,32,1988,5,5,96,1988-5-5,Hopkins,Cincinnati,Fifth,Ohio,Ohio,James
Male,79,1941,8,19,72,1941-8-19,Shepherd,Spring Valley,Eighth,Nevada,Nevada,David
Male,42,1978,3,5,42,1978-3-5,Dunlap,Anchorage,Eighth,Alaska,Alaska,Andrew
Female,51,1969,11,14,100,1969-11-14,Figueroa,Columbus,Park,Ohio,Ohio,Emma
Male,45,1975,3,31,95,1975-3-31,Ashley,Irvine,Second,California,California,Johnny
Male,88,1932,12,14,63,1932-12-14,Fleming,Irving,Ninth,Texas,Texas,Frank
Female,79,1941,4,20,82,1941-4-20,Everett,Riverside,Sixth,California,California,Laura
Male,70,1950,9,19,60,1950-9-19,Cherry,Rochester,First,New York,New York,Eric
Male,48,1972,2,18,31,1972-2-18,Cantu,Cleveland,First,Ohio,Ohio,Michael
Male,51,1969,6,2,66,1969-6-2,Newton,Pittsburgh,Main,Pennsylvania,Pennsylvania,Zachary
Female,43,1977,11,15,18,1977-11-15,Bell,Midland,Hill,Texas,Texas,Sara
Male,67,1953,3,15,72,1953-3-15,Logan,Metairie,Maple,Louisiana,Louisiana,Randy
Male,62,1958,4,1,32,1958-4-1,Nixon,Mesa,Ninth,Arizona,Arizona,Ralph
Male,60,1960,3,25,34,1960-3-25,Ashley,Miramar,Fourth,Florida,Florida,Nicholas
Female,34,1986,1,19,51,1986-1-19,Myers,Los Angeles,Third,California,California,Alice
Female,55,1965,5,18,51,1965-5-18,Todd,Santa Ana,Oak,California,California,Karen
Male,51,1969,4,18,64,1969-4-18,Valdez,Paterson,Sixth,New Jersey,New Jersey,Juan
Male,76,1944,8,14,99,1944-8-14,Beck,Clarksville,Hill,Tennessee,Tennessee,Larry
Male,30,1990,4,11,31,1990-4-11,Stevenson,Rochester,Park,New York,New York,David
Female,39,1981,7,11,100,1981-7-11,Buchanan,Cleveland,View,Ohio,Ohio,Doris
Female,30,1990,7,26,61,1990-7-26,Rosa,Kansas City,Maple,Missouri,Missouri,Brenda
Male,56,1964,3,16,77,1964-3-16,Quinn,Midland,Third,Texas,Texas,Michael
Female,78,1942,5,22,100,1942-5-22,Manning,Elk Grove,Sixth,California,California,Kimberly
Female,60,1960,11,28,99,1960-11-28,Oliver,Miami,First,Florida,Florida,Teresa
Male,88,1932,5,19,40,1932-5-19,Aguilar,Atlanta,Fifth,Georgia,Georgia,Thomas
Female,41,1979,3,15,7,1979-3-15,York,Colorado Springs,Park,Colorado,Colorado,Jacqueline
Male,27,1993,11,1,79,1993-11-1,Mclaughlin,Tucson,Cedar,Arizona,Arizona,Ronald
Male,54,1966,8,18,34,1966-8-18,Gates,Fort Collins,Washington,Colorado,Colorado,Bobby
Female,24,1996,11,17,50,1996-11-17,Ray,Fremont,Ninth,California,California,Sophia
Male,68,1952,9,1,63,1952-9-1,Mcclain,New Orleans,Sixth,Louisiana,Louisiana,Tyler
Female,56,1964,6,25,77,1964-6-25,Estes,Peoria,Pine,Arizona,Arizona,Kayla
Male,83,1937,10,15,27,1937-10-15,Cruz,Anaheim,Fourth,California,California,Bryan
Female,40,1980,2,23,68,1980-2-23,Ross,Tallahassee,First,Florida,Florida,Helen
Male,52,1968,5,13,75,1968-5-13,Gallegos,Little Rock,Pine,Arkansas,Arkansas,Anthony
Male,18,2002,12,24,94,2002-12-24,Bonner,St. Louis,Hill,Missouri,Missouri,John
Male,36,1984,5,10,68,1984-5-10,Daugherty,Akron,Ninth,Ohio,Ohio,Alan
Female,65,1955,9,10,50,1955-9-10,Noel,Little Rock,Maple,Arkansas,Arkansas,Kimberly
Male,54,1966,3,29,50,1966-3-29,Sanchez,Grand Rapids,Washington,Michigan,Michigan,Ralph
Male,82,1938,10,1,90,1938-10-1,Gilbert,Hayward,First,California,California,Austin
Female,52,1968,8,9,36,1968-8-9,Atkinson,Thornton,First,Colorado,Colorado,Catherine
Female,41,1979,4,4,66,1979-4-4,Roy,Scottsdale,Second,Arizona,Arizona,Mary
Female,45,1975,3,27,28,1975-3-27,Sears,Sioux Falls,Fifth,South Dakota,South Dakota,Diana
Female,60,1960,8,16,1,1960-8-16,Mitchell,San Diego,Second,California,California,Rose
Female,25,1995,7,22,68,1995-7-22,Wade,Chicago,Fourth,Illinois,Illinois,Kathleen
Female,21,1999,3,13,19,1999-3-13,Zamora,Buffalo,View,New York,New York,Nicole
Female,46,1974,7,13,20,1974-7-13,Soto,Pomona,Washington,California,California,Jennifer
Male,29,1991,9,3,85,1991-9-3,Boyd,Rochester,Washington,New York,New York,Christopher
Male,39,1981,9,18,76,1981-9-18,Love,San Diego,Washington,California,California,Joe
Male,86,1934,6,20,7,1934-6-20,Glenn,Salem,Oak,Oregon,Oregon,Austin
Male,24,1996,5,12,58,1996-5-12,Mcgee,Fremont,Eighth,California,California,Dennis
Male,24,1996,6,13,57,1996-6-13,Vaughan,Spring Valley,Park,Nevada,Nevada,Ralph
Male,68,1952,8,29,11,1952-8-29,Gilliam,Grand Rapids,Fourth,Michigan,Michigan,Ethan
Female,18,2002,2,12,19,2002-2-12,Blevins,Montgomery,Pine,Alabama,Alabama,Alice
Male,32,1988,8,13,50,1988-8-13,Ratliff,Tulsa,Lake,Oklahoma,Oklahoma,Wayne
Female,41,1979,6,11,92,1979-6-11,Dixon,Gilbert,Maple,Arizona,Arizona,Doris
Female,60,1960,7,27,36,1960-7-27,Delacruz,Milwaukee,Fourth,Wisconsin,Wisconsin,Amanda
Female,37,1983,3,14,99,1983-3-14,Waters,Fort Wayne,Elm,Indiana,Indiana,Hannah
Male,57,1963,1,12,98,1963-1-12,Gallegos,Enterprise,Ninth,Nevada,Nevada,Gary
Male,60,1960,2,23,91,1960-2-23,Melton,Lincoln,First,Nebraska,Nebraska,Zachary
Female,23,1997,7,21,89,1997-7-21,Small,Roseville,Cedar,California,California,Samantha
Male,33,1987,10,23,65,1987-10-23,Whitfield,Detroit,Elm,Michigan,Michigan,Walter
Male,49,1971,7,22,3,1971-7-22,Bishop,Providence,Fifth,Rhode Island,Rhode Island,Jesse
Female,70,1950,3,9,36,1950-3-9,Henson,Honolulu,Maple,Hawaii,Hawaii,Evelyn
Male,25,1995,4,2,10,1995-4-2,Pittman,Indianapolis,Second,Indiana,Indiana,Jason
Male,38,1982,2,22,80,1982-2-22,Cannon,Portland,First,Wisconsin,Oregon,Jacob
Male,63,1957,6,15,37,1957-6-15,Watts,Chandler,Ninth,Arizona,Arizona,Johnny
Male,57,1963,7,22,98,1963-7-22,Gonzales,North Las Vegas,Elm,Nevada,Nevada,Ronald
Male,72,1948,6,3,51,1948-6-3,Rosario,Miami,Hill,Florida,Florida,Kevin
Male,47,1973,1,8,89,1973-1-8,Frederick,Mesa,Washington,Arizona,Arizona,Noah
Male,30,1990,11,26,68,1990-11-26,Cantu,Thornton,Eighth,Colorado,Colorado,Scott
Male,59,1961,11,24,96,1961-11-24,Ballard,Minneapolis,Lake,Minnesota,Minnesota,Walter
Male,66,1954,3,20,3,1954-3-20,Pace,Hollywood,Park,Florida,Florida,Carl
Male,78,1942,10,11,47,1942-10-11,Mcconnell,Lexington,Oak,Kentucky,Kentucky,Willie
Male,24,1996,11,27,26,1996-11-27,Wilson,Toledo,Washington,Ohio,Ohio,Gregory
Female,72,1948,1,13,50,1948-1-13,Cox,New York City,Elm,New York,New York,Kimberly
Female,39,1981,12,29,63,1981-12-29,Vargas,Pomona,Ninth,California,California,Beverly
Female,34,1986,1,22,1,1986-1-22,Cobb,Aurora,Oak,Colorado,Colorado,Amanda
Female,56,1964,9,7,42,1964-9-7,Elliott,Fremont,Elm,California,California,Abigail
Female,62,1958,7,26,4,1958-7-26,Holt,Oklahoma City,Fourth,Oklahoma,Oklahoma,Dorothy
Male,42,1978,9,13,1,1978-9-13,Mcfarland,Cape Coral,Eighth,Florida,Florida,Arthur
Male,89,1931,4,21,47,1931-4-21,Byrd,Richmond,Maple,Virginia,Virginia,Donald
Male,25,1995,6,8,59,1995-6-8,Sandoval,Bellevue,Main,Washington,Washington,Gary
Female,90,1930,1,21,83,1930-1-21,Gallagher,Murfreesboro,Ninth,Tennessee,Tennessee,Stephanie
Female,77,1943,5,30,61,1943-5-30,Odom,Madison,Cedar,Wisconsin,Wisconsin,Carol
Male,78,1942,11,1,86,1942-11-1,Atkinson,Houston,Seventh,Texas,Texas,Aaron
Female,57,1963,9,23,93,1963-9-23,Mcfarland,Grand Rapids,Third,Michigan,Michigan,Ruth
Female,65,1955,6,8,9,1955-6-8,Wong,Rockford,Pine,Illinois,Illinois,Rose
Male,75,1945,8,31,80,1945-8-31,Dodson,Kansas City,Sixth,Missouri,Missouri,Philip
Female,61,1959,2,24,8,1959-2-24,Clemons,Honolulu,Park,Hawaii,Hawaii,Dorothy
Male,76,1944,2,18,86,1944-2-18,Orr,Plano,First,Texas,Texas,Kevin
Male,64,1956,5,28,84,1956-5-28,Levine,Elk Grove,Pine,California,California,William
Male,56,1964,3,6,86,1964-3-6,Nixon,Olathe,Elm,Kansas,Kansas,Gerald
Female,22,1998,8,4,73,1998-8-4,Phelps,Detroit,Hill,Michigan,Michigan,Shirley
Male,71,1949,12,13,58,1949-12-13,Valdez,Fort Collins,Fourth,Rhode Island,Colorado,Justin
Female,60,1960,1,28,79,1960-1-28,Reilly,Long Beach,View,California,California,Jean
Male,83,1937,10,11,78,1937-10-11,Rosales,Las Vegas,Lake,Nevada,Nevada,Russell
Male,26,1994,5,12,69,1994-5-12,Becker,McKinney,Pine,Texas,Texas,Jesse
Female,63,1957,5,30,47,1957-5-30,Thornton,Albuquerque,Oak,New Mexico,New Mexico,Deborah
Male,77,1943,7,5,39,1943-7-5,White,Huntsville,Second,Alabama,Alabama,Nathan
Female,84,1936,5,7,8,1936-5-7,Santos,Reno,Second,Nevada,Nevada,Maria
Female,44,1976,2,15,72,1976-2-15,Chase,Plano,Oak,Texas,Texas,Gloria
Female,60,1960,7,2,68,1960-7-2,Tillman,Surprise,Hill,Arizona,Arizona,Gloria
Female,42,1978,11,1,40,1978-11-1,Navarro,Las Vegas,Elm,Nevada,Nevada,Grace
Male,38,1982,11,5,1,1982-11-5,Rich,Bridgeport,Maple,Connecticut,Connecticut,Charles
Female,27,1993,6,23,11,1993-6-23,Banks,Newport News,Lake,Virginia,Virginia,Olivia
Female,86,1934,1,10,35,1934-1-10,Beck,Worcester,Main,Massachusetts,Massachusetts,Denise
Female,20,2000,7,27,24,2000-7-27,Byers,Fort Collins,Maple,Colorado,Colorado,Janice
Male,37,1983,10,10,98,1983-10-10,Murphy,Glendale,Washington,Arizona,Arizona,Nathan
Female,27,1993,7,16,72,1993-7-16,Joyner,Frisco,Second,Texas,Texas,Christina
Male,24,1996,8,29,8,1996-8-29,Ashley,Fort Worth,Second,Texas,Texas,Ethan
Male,52,1968,1,21,97,1968-1-21,Bryant,Stockton,Park,California,California,Ethan
Male,68,1952,7,4,96,1952-7-4,Roach,Paradise,Oak,Nevada,Nevada,Gary
Female,21,1999,12,20,23,1999-12-20,Garner,Bayamon,Main,Puerto Rico,Puerto Rico,Anna
Male,70,1950,7,23,63,1950-7-23,Peck,Irving,Hill,Texas,Texas,Gary
Female,47,1973,2,22,13,1973-2-22,House,Minneapolis,Main,Minnesota,Minnesota,Lisa
Female,50,1970,2,8,65,1970-2-8,Luna,Minneapolis,Sixth,Minnesota,Minnesota,Teresa
Female,48,1972,6,20,86,1972-6-20,Stuart,Phoenix,View,Arizona,Arizona,Jessica
Female,24,1996,12,25,97,1996-12-25,England,Indianapolis,Hill,Indiana,Indiana,Donna
Female,39,1981,12,31,100,1981-12-31,Justice,Virginia Beach,Seventh,Virginia,Virginia,Catherine
Female,29,1991,8,6,28,1991-8-6,Mclean,Chattanooga,Elm,Tennessee,Tennessee,Emily
Male,61,1959,4,25,39,1959-4-25,York,Metairie,Main,Louisiana,Louisiana,Christopher
Male,50,1970,11,1,87,1970-11-1,Hester,Milwaukee,Third,Wisconsin,Wisconsin,Joseph
Female,72,1948,4,27,75,1948-4-27,Dean,Columbus,Third,Ohio,Ohio,Laura
Female,76,1944,9,5,50,1944-9-5,Dillard,Charlotte,Oak,North Carolina,North Carolina,Andrea
Male,78,1942,4,13,28,1942-4-13,Nichols,Boise,Maple,Idaho,Idaho,Alexander
Female,29,1991,5,30,39,1991-5-30,Hunter,Albuquerque,Fourth,New Mexico,New Mexico,Pamela
Male,63,1957,2,18,44,1957-2-18,Hutchinson,Metairie,Third,Louisiana,Louisiana,Raymond
Female,71,1949,5,20,28,1949-5-20,Navarro,Fort Worth,Third,Texas,Texas,Laura
Male,18,2002,12,13,76,2002-12-13,Nicholson,Memphis,Fourth,Tennessee,Tennessee,Bryan
Female,65,1955,7,14,91,1955-7-14,Olson,Virginia Beach,Main,Virginia,Virginia,Danielle
Female,87,1933,11,29,25,1933-11-29,Robles,Bayamon,Hill,Puerto Rico,Puerto Rico,Sandra
Male,38,1982,11,18,97,1982-11-18,Anthony,Greensboro,Oak,North Carolina,North Carolina,Anthony
Female,28,1992,1,25,47,1992-1-25,Murray,Thornton,Oak,Colorado,Colorado,Julie
Female,45,1975,9,22,78,1975-9-22,Raymond,San Antonio,Fourth,Texas,Texas,Maria
Male,79,1941,11,4,79,1941-11-4,Mercer,Riverside,Main,California,California,Peter
Female,42,1978,9,19,28,1978-9-19,Summers,Augusta,Fourth,Georgia,Georgia,Cheryl
Male,76,1944,9,6,32,1944-9-6,Nash,Bellevue,Eighth,Washington,Washington,Mark
Male,76,1944,3,5,22,1944-3-5,Richmond,St. Paul,First,Minnesota,Minnesota,Brian
Male,67,1953,10,14,90,1953-10-14,Nolan,Killeen,Main,Texas,Texas,Russell
Female,68,1952,7,19,39,1952-7-19,Mills,Houston,Lake,Texas,Texas,Kelly
Female,24,1996,5,30,39,1996-5-30,Hebert,St. Louis,Eighth,Missouri,Missouri,Frances
Female,43,1977,10,24,36,1977-10-24,Abbott,Pomona,Third,California,California,Sandra
Male,44,1976,10,29,9,1976-10-29,Wood,Waco,Oak,New Mexico,Texas,Joe
Male,41,1979,7,30,31,1979-7-30,Velez,Springfield,Fifth,Missouri,Missouri,Nicholas
Male,83,1937,12,2,70,1937-12-2,Short,Scottsdale,Oak,Arizona,Arizona,Albert
Male,51,1969,2,22,33,1969-2-22,Sweet,Santa Ana,First,California,California,Peter
Female,64,1956,11,13,96,1956-11-13,Butler,Plano,Third,Texas,Texas,Ruth
Female,84,1936,8,18,75,1936-8-18,Richardson,Salt Lake City,First,Utah,Utah,Lauren
Female,20,2000,12,15,26,2000-12-15,Sullivan,Gilbert,Second,Arizona,Arizona,Elizabeth
Female,45,1975,9,10,59,1975-9-10,Sweeney,Torrance,Cedar,California,California,Hannah
Male,74,1946,6,28,98,1946-6-28,Briggs,Olathe,Ninth,Kansas,Kansas,Jesse
Male,77,1943,7,17,100,1943-7-17,Pacheco,Grand Rapids,Sixth,Michigan,Michigan,Harold
Male,79,1941,12,11,81,1941-12-11,Gilliam,Palmdale,Sixth,California,California,Walter
Female,77,1943,1,31,37,1943-1-31,Malone,Richmond,Seventh,Virginia,Virginia,Olivia
Male,59,1961,3,1,69,1961-3-1,Tyson,Long Beach,Oak,California,California,James
Male,79,1941,9,7,74,1941-9-7,Potter,McAllen,Main,Texas,Texas,Ethan
Female,46,1974,8,5,79,1974-8-5,Ayers,Austin,Eighth,Texas,Texas,Cheryl
Female,72,1948,10,28,33,1948-10-28,Goff,Waco,Maple,Iowa,Texas,Rebecca
Male,46,1974,9,20,34,1974-9-20,Hewitt,Salt Lake City,Park,Utah,Utah,Christopher
Female,60,1960,6,12,34,1960-6-12,Preston,Aurora,Hill,Colorado,Colorado,Marie
Male,23,1997,6,30,79,1997-6-30,Dyer,Modesto,Cedar,California,California,George
Female,73,1947,10,16,20,1947-10-16,Riddle,Bellevue,Seventh,Washington,Washington,Barbara
Male,52,1968,2,7,89,1968-2-7,Farmer,Miami,Eighth,Florida,Florida,Edward
Male,40,1980,12,18,23,1980-12-18,Watson,Mobile,Eighth,Alabama,Alabama,Daniel
Female,34,1986,7,31,30,1986-7-31,Stafford,Amarillo,Third,Texas,Texas,Jean
Male,67,1953,6,24,42,1953-6-24,Britt,Fresno,Washington,California,California,George
Female,71,1949,7,17,66,1949-7-17,Mercer,Oxnard,Park,California,California,Cheryl
Male,23,1997,11,9,10,1997-11-9,Jackson,Winston-Salem,Eighth,North Carolina,North Carolina,Gabriel
Male,53,1967,7,27,29,1967-7-27,Booker,Lancaster,Lake,California,California,Justin
Female,64,1956,5,27,27,1956-5-27,Gillespie,Brownsville,Third,Texas,Texas,Samantha
Male,79,1941,1,13,8,1941-1-13,Key,Arlington,Seventh,Texas,Texas,Douglas
Male,87,1933,6,25,70,1933-6-25,William,North Las Vegas,Sixth,Nevada,Nevada,Jerry
Female,24,1996,10,7,50,1996-10-7,Allen,St. Louis,Ninth,Missouri,Missouri,Debra
Female,70,1950,12,13,100,1950-12-13,Lowery,Jackson,Second,Mississippi,Mississippi,Natalie
Female,86,1934,12,13,83,1934-12-13,Ware,Aurora,Oak,Colorado,Colorado,Barbara
Female,71,1949,8,8,14,1949-8-8,Johnston,Moreno Valley,Hill,California,California,Samantha
Male,29,1991,7,9,31,1991-7-9,Stafford,Miramar,Pine,Florida,Florida,Wayne
Male,31,1989,10,12,6,1989-10-12,Powers,Mobile,Third,Wyoming,Alabama,Dennis
Female,81,1939,7,30,93,1939-7-30,Lewis,Oceanside,Elm,California,California,Mary
Male,45,1975,9,6,17,1975-9-6,Lloyd,New York City,First,New York,New York,Lawrence
Male,25,1995,9,12,22,1995-9-12,May,Joliet,Maple,Illinois,Illinois,Edward
Male,69,1951,7,9,20,1951-7-9,Pickett,Savannah,Lake,Georgia,Georgia,Stephen
Male,24,1996,3,12,83,1996-3-12,Bridges,Colorado Springs,Fourth,Washington,Colorado,Jonathan
Male,41,1979,12,10,100,1979-12-10,Snider,Birmingham,Lake,Alabama,Alabama,Gary
Male,69,1951,10,15,4,1951-10-15,Vega,Las Vegas,Seventh,Nevada,Nevada,William
Male,50,1970,2,9,39,1970-2-9,Duffy,Austin,Sixth,Texas,Texas,Timothy
Female,48,1972,10,29,49,1972-10-29,Davidson,Memphis,Eighth,Tennessee,Tennessee,Amber
Male,71,1949,10,17,17,1949-10-17,Salazar,Eugene,Main,Oregon,Oregon,Jason
Female,63,1957,6,30,71,1957-6-30,Lynn,Winston-Salem,Washington,North Carolina,North Carolina,Charlotte
Female,20,2000,7,10,70,2000-7-10,Rosario,Glendale,Fourth,Arizona,Arizona,Lisa
Female,72,1948,4,15,67,1948-4-15,Perry,Pittsburgh,Third,Pennsylvania,Pennsylvania,Nicole
Female,66,1954,10,2,53,1954-10-2,Barnett,Roseville,Fifth,California,California,Lisa
Female,18,2002,5,17,27,2002-5-17,Franklin,Philadelphia,Sixth,Pennsylvania,Pennsylvania,Martha
Female,43,1977,7,22,59,1977-7-22,Christian,Chula Vista,Cedar,California,California,Amy
Female,78,1942,12,25,100,1942-12-25,Matthews,Santa Rosa,Main,California,California,Judy
Female,41,1979,7,12,89,1979-7-12,Bonner,Indianapolis,Eighth,Indiana,Indiana,Deborah
Male,68,1952,8,7,39,1952-8-7,Baker,Gilbert,Ninth,Kentucky,Arizona,Anthony
Female,63,1957,5,16,68,1957-5-16,Hooper,Joliet,View,Illinois,Illinois,Jean
Male,45,1975,3,25,66,1975-3-25,Perez,Denton,Sixth,Texas,Texas,Vincent
Female,32,1988,9,21,13,1988-9-21,Garcia,Chesapeake,Oak,Virginia,Virginia,Samantha
Female,63,1957,5,23,21,1957-5-23,Hopkins,Greensboro,Main,North Carolina,North Carolina,Emma
Male,22,1998,5,23,1,1998-5-23,Irwin,Tucson,Main,Arizona,Arizona,Arthur
Female,55,1965,5,5,10,1965-5-5,Richards,Winston-Salem,Maple,North Carolina,North Carolina,Danielle
Male,76,1944,3,31,11,1944-3-31,Wood,Lakewood,Maple,Colorado,Colorado,Bobby
Male,44,1976,5,2,7,1976-5-2,Thomas,Paradise,Second,Nevada,Nevada,Anthony
Male,28,1992,2,28,77,1992-2-28,Lowery,Midland,View,Texas,Texas,Scott
Male,43,1977,8,30,80,1977-8-30,Potter,Denton,Hill,Texas,Texas,Mark
Male,53,1967,3,16,30,1967-3-16,Woodward,Tampa,Pine,Florida,Florida,Christian
Female,29,1991,4,24,2,1991-4-24,Hunt,Pembroke Pines,Third,Florida,Florida,Sharon
Male,74,1946,10,5,34,1946-10-5,Caldwell,Worcester,Third,Massachusetts,Massachusetts,Roger
Female,82,1938,5,7,34,1938-5-7,Stark,Tucson,Fourth,Arizona,Arizona,Alice
Female,64,1956,2,16,98,1956-2-16,Moses,Baton Rouge,Fifth,Maryland,Louisiana,Jessica
Male,47,1973,9,13,3,1973-9-13,Hooper,Salt Lake City,Maple,Utah,Utah,Henry
Male,50,1970,4,25,52,1970-4-25,Buck,Ontario,Hill,California,California,Frank
Female,30,1990,9,15,14,1990-9-15,Maddox,San Francisco,Park,California,California,Nancy
Female,38,1982,12,22,91,1982-12-22,Langley,Springfield,Eighth,Missouri,Missouri,Pamela
Male,50,1970,6,4,6,1970-6-4,Wheeler,Grand Prairie,Fifth,Texas,Texas,Ronald
Female,55,1965,6,24,82,1965-6-24,Mendez,Henderson,Sixth,Nevada,Nevada,Hannah
Female,80,1940,4,9,34,1940-4-9,Cook,Salem,Elm,Oregon,Oregon,Alice
Female,50,1970,5,1,22,1970-5-1,Hoffman,Eugene,First,Arkansas,Oregon,Barbara
Male,77,1943,7,6,57,1943-7-6,Santos,Corpus Christi,Fourth,Texas,Texas,Keith
Male,47,1973,3,24,94,1973-3-24,Bush,Henderson,Second,Nevada,Nevada,Ronald
Female,31,1989,8,13,96,1989-8-13,Luna,Indianapolis,First,Indiana,Indiana,Lisa
Male,59,1961,4,6,95,1961-4-6,Wallace,San Jose,Maple,California,California,Michael
Male,70,1950,11,4,96,1950-11-4,Harrington,Baton Rouge,Pine,Louisiana,Louisiana,Donald
Male,33,1987,4,19,64,1987-4-19,Estes,Tallahassee,View,Florida,Florida,Bryan
Male,27,1993,7,18,53,1993-7-18,Davidson,Fort Wayne,Hill,Indiana,Indiana,Philip
Female,47,1973,11,24,11,1973-11-24,Dickson,Bridgeport,Oak,Connecticut,Connecticut,Debra
Male,79,1941,5,11,49,1941-5-11,Sanford,Minneapolis,Third,Minnesota,Minnesota,Austin
Female,86,1934,7,8,7,1934-7-8,Hughes,Tulsa,Eighth,Oklahoma,Oklahoma,Ruth
Female,73,1947,6,19,48,1947-6-19,Holman,Tallahassee,Sixth,Florida,Florida,Rose
Female,22,1998,7,5,39,1998-7-5,Benjamin,McAllen,Cedar,Texas,Texas,Cynthia
Male,81,1939,11,6,28,1939-11-6,Patton,Lancaster,Pine,California,California,Bryan
Female,39,1981,6,13,1,1981-6-13,Hebert,Omaha,Cedar,Nebraska,Nebraska,Nicole
Male,39,1981,10,26,52,1981-10-26,Barlow,Boston,Park,Massachusetts,Massachusetts,Noah
Male,31,1989,5,7,28,1989-5-7,Hayden,Vancouver,Elm,Washington,Washington,Zachary
Male,18,2002,5,10,65,2002-5-10,Simmons,San Bernardino,View,California,California,Robert
Female,36,1984,10,28,49,1984-10-28,Barrera,Wichita,Second,Kansas,Kansas,Beverly
Male,26,1994,12,5,58,1994-12-5,Chambers,Fayetteville,Fourth,North Carolina,North Carolina,Daniel
Male,51,1969,6,23,79,1969-6-23,Stout,Tulsa,Main,Oklahoma,Oklahoma,Thomas
Male,35,1985,11,10,73,1985-11-10,Webb,McAllen,Fifth,Texas,Texas,Albert
Female,31,1989,5,11,18,1989-5-11,Griffith,Hollywood,Oak,Florida,Florida,Linda
Female,86,1934,10,16,66,1934-10-16,Valencia,Detroit,First,Michigan,Michigan,Nancy
Male,28,1992,3,12,12,1992-3-12,Villarreal,Enterprise,Oak,Nevada,Nevada,Kyle
Male,51,1969,3,31,73,1969-3-31,Diaz,Arlington,Lake,Wisconsin,Texas,Johnny
Male,30,1990,9,25,69,1990-9-25,Black,Tallahassee,Hill,Florida,Florida,Logan
Female,86,1934,8,16,19,1934-8-16,Adams,Pembroke Pines,Washington,Florida,Florida,Marilyn
Male,24,1996,8,22,17,1996-8-22,Barber,Pasadena,First,Texas,Texas,Roy
Male,62,1958,1,2,8,1958-1-2,Trujillo,Ontario,Fifth,California,California,Jeremy
Male,25,1995,8,4,1,1995-8-4,Andrews,Tacoma,Fourth,Washington,Washington,Scott
Female,18,2002,11,5,22,2002-11-5,Ruiz,Fort Wayne,Pine,Indiana,Indiana,Virginia
Female,21,1999,3,25,28,1999-3-25,Olsen,Springfield,Fourth,Missouri,Missouri,Kelly
Male,74,1946,1,16,19,1946-1-16,Mcfarland,Shreveport,View,Louisiana,Louisiana,George
Female,26,1994,11,13,31,1994-11-13,Goodman,Nashville,Elm,Tennessee,Tennessee,Deborah
Male,19,2001,6,29,10,2001-6-29,Stein,Long Beach,First,California,California,Ryan
Female,46,1974,11,15,25,1974-11-15,Duran,Henderson,Third,Nevada,Nevada,Dorothy
